KIR2DS1,IFI16,GAS6,SEMA4G,IFT122,,,,,CADPS2,ASPH,,,,CCDC180,CHEK1,C1ORF194,SDC3,ARHGEF7,ASTN2,GTF2A1L,FLNB,GPR137B,GDF5,PRIMPOL,BABAM2,BRDT,BECN1,,,,,,BCOR,,BRCA1,CUL7,,,,,,,,,,,,,ITGA5,,EGR2,MOV10,BTN3A3,BTN3A3,BTN3A3
KIR2DS3,IGFBP5,GATM,SEMA5A,IFT140,,,,,CAND2,ASS1,,,,BET1,CHUK,ZNF436-AS1,TEK,ARL5C,ASXL1,GTF2I,FOXP3,GPR88,GFPT2,CCNT1,BRMS1,BABAM2,BEND3,,,,,,BFAR,,BTBD1,CUL9,,,,,,,,,,,,,EDN1,,EGR3,MX1,NUPR1,NUPR1,NUPR1
KIR2DS4,IGFBP7,GDF15,SEMA5B,IFT172,,,,,CAPN7,ASTN2,,,,BGN,CLCN3,LAMP5,TIMP3,ARL9,ATAD3B,HIST1H3G,FURIN,GPX3,GREM1,CCNT2,BRMS1L,BRMS1,BIRC5,,,,,,BIRC2,,BTBD18,DCAF10,,,,,,,,,,,,,SLC31A1,,EHD1,NCOA7,ABCC2,ABCC2,ABCC2
KIR2DS5,INA,GRAMD1C,SEMA6A,IFT52,,,,,CAPRIN1,ATG14,,,,BHLHE22,CLCN7,EVA1C,TPM1,ASCL1,ATF3,HIST1H4H,FZD5,GTF2A1L,HAPLN1,CDC45,BRPF1,BRMS1L,BLM,,,,,,BIRC3,,BTRC,DCAF11,,,,,,,,,,,,,SAMHD1,,EIF1,NMI,AC083843.1,AC083843.1,AC083843.1
KIR3DL1,ITGA4,HAUS6,SEMA6B,IFT57,,,,,CARTPT,ATM,,,,BMP7,CLIC2,C2CD4A,,ASCL2,ATOH1,HIST2H2BE,GABRE,HIST2H2BE,HAS2,CDCA5,BRPF3,BRPF1,BMI1,,,,,,BIRC5,,BUB1B,DCAF12,,,,,,,,,,,,,PNPT1,,ETS2,NUB1,C15orf52,C15orf52,C15orf52
KIR3DL2,KBTBD10,HDC,SEMA6C,INTU,,,,,CAV1,ATMIN,,,,BOC,CLIP4,MAATS1,,ASCL4,ATOH8,HOXB13,GAL,HOXC13,HBEGF,CDK9,EMSY,BRPF3,BPTF,,,,,,BIRC6,,BUB3,DCAF13,,,,,,,,,,,,,CSF1,,F2RL1,OAS1,MIR3142HG,MIR3142HG,MIR3142HG
KLRC1,KCNK5,HLA-B,SEMA6D,IPMK,,,,,CAV2,ATP10A,,,,C11ORF24,CLU,MGARP,,ASTN1,ATP1B3,HS6ST1,GDF5,ID2,HTR1D,CEBPB,KANSL2,EMSY,BRCA1,,,,,,BIRC7,,CACUL1,DCAF16,,,,,,,,,,,,,TNFRSF9,,F3,OASL,RRAS,RRAS,RRAS
KLRC2,KCNN2,HLA-C,SEMA7A,ITPK1,,,,,CBX7,ATP2A2,,,,ANAPC15,COG5,ANXA2R,,ASTN2,AUTS2,ID4,GFPT2,ID4,IL1A,CENPA,RIOX1,KANSL2,BRCA2,,,,,,BIRC8,,ANAPC15,DCAF17,,,,,,,,,,,,,SOCS1,,FJX1,OGFR,DLGAP1-AS1,DLGAP1-AS1,DLGAP1-AS1
KLRC3,KIAA0090,HSPA4L,SFRP1,KAT2A,,,,,CCDC28A,ATP2B1,,,,C12ORF49,COL1A2,ERICH5,,ATF3,B4GALNT1,IDH1,SLC52A2,IDH1,IL7R,CENPB,C17ORF49,RIOX1,BRCC3,,,,,,BLM,,HECTD4,DCAF4,,,,,,,,,,,,,RELB,,FOS,PARP12,PPP1R15A,PPP1R15A,PPP1R15A
KLRD1,L1CAM,HTR2C,SHH,KDM2B,,,,,CCDC51,ATP6V1C1,,,,C12ORF75,COL3A1,CA10,,ATOH1,B4GALNT2,IFI27,GPRC5A,IFI27,CXCL8,CENPF,COPRS,C17ORF49,BRD1,,,,,,BLMH,,C18ORF25,DCAF5,,,,,,,,,,,,,VEGFA,,FOSB,PARP14,TMEM35B,TMEM35B,TMEM35B
KLRK1,L1TD1,HTRA1,SMAD4,KDM6A,,,,,CCNB1IP1,ATP6V1H,,,,C15ORF39,COL5A2,CACNA1B,,ATOH8,B4GALT6,IFI44L,GREM1,IFI6,INHBA,CHAF1A,MRGBP,COPRS,BRD2,,,,,,BMI1,,ZSWIM9,DCAF6,,,,,,,,,,,,,ARL4A,,FOSL1,PARP9,MT-ND4L,MT-ND4L,MT-ND4L
KRAS,LAMB1,IGFBP3,SMO,KIF20B,,,,,CCND1,ATP9A,,,,C19ORF24,COX15,CACNA1D,,B4GALNT1,BACH2,IFI6,HAPLN1,IFITM1,INHBE,CHAF1B,CABIN1,MRGBP,BRD3,,,,,,BRAP,,CAND1,DCAF7,,,,,,,,,,,,,DUSP5,,FOSL2,PLSCR1,TUBB3,TUBB3,TUBB3
LAT,LDLRAP1,KIAA0754,SNAI2,LHX2,,,,,CCNG2,AUH,,,,THEMIS2,CPEB4,CACNA1E,,B4GALNT2,BAIAP2,IFITM1,HAS2,IL1R1,ITGA3,CHD4,CARM1,M1AP,BRD4,,,,,,BRCA1,,CAND2,DCAF8,,,,,,,,,,,,,CMKLR1,,FUT4,PNPT1,CLDN15,CLDN15,CLDN15
LCK,LGALS1,LGI1,SOX10,LIAS,,,,,NOCT,AUP1,,,,FAAP20,CREBL2,CACNA1G,,ADGRB2,BARHL1,IL1R1,HBEGF,IRF9,ITGA4,CHD7,KNL1,CABIN1,BRD8,,,,,,BRCC3,,CBFB,DCUN1D1,,,,,,,,,,,,,CD38,,G0S2,PRIC285,NDRG1,NDRG1,NDRG1
LCP2,LIN28A,LGR5,SOX11,LMO4,,,,,CD200,AZIN1,,,,C1QL1,CSNK1D,CALCA,,BARHL1,BARHL2,ISOC1,HOXB1,ITGA7,ITGA5,CHD8,CBX2,CARM1,BRD9,,,,,,BABAM2,,CBL,DCUN1D2,,,,,,,,,,,,,SLC4A4,,GADD45A,PROCR,CTD-2256P15.2,CTD-2256P15.2,CTD-2256P15.2
MAP2K1,LITAF,LHX2,SOX8,LRP6,,,,,CD44,B2M,,,,MGARP,CSRNP3,CAMK2N1,,BARHL2,BARX1,KCNJ16,IGKC,KCNJ16,ITGB6,CIC,CBX3,KNL1,BRDT,,,,,,BTBD1,,CBLB,DCUN1D3,,,,,,,,,,,,,SP110,,GADD45B,PSMA3,CALCOCO1,CALCOCO1,CALCOCO1
MAP2K2,LPAR6,LZTFL1,SOX9,LUZP1,,,,,CD83,BAG2,,,,MTURN,CTC1,CASZ1,,BARX1,BARX2,KANSL3,IL7R,KCNV1,ITGB8,CITED1,CBX4,CBX2,BABAM2,,,,,,BTBD18,,CBLC,DCUN1D4,,,,,,,,,,,,,PLAU,,GCH1,PSMB8,RP4-591C20.9,RP4-591C20.9,RP4-591C20.9
MAPK1,LRRN3,MAFF,TBX1,MED12,,,,,CDH19,BAIAP2,,,,RABL6,CTSD,CBLN1,,BARX2,BATF3,KLF15,INHBA,KANSL3,JAG1,CITED2,CBX6,CBX3,BRIP1,,,,,,BTRC,,CBLL1,DCUN1D5,,,,,,,,,,,,,DDX58,,GEM,PSMB9,CAMK2N1,CAMK2N1,CAMK2N1
MAPK3,LUM,MFAP3L,TWIST1,MIB1,,,,,CDK2,BASP1,,,,TMEM268,CUL9,CBLN4,,BATF3,BCL2,LANCL1,INHBE,KLHL2,KCNN3,CLOCK,CBX7,CBX4,BRMS1,,,,,,BUB1B,,CBX8,DDB1,,,,,,,,,,,,,PSME1,,GFPT2,PSME1,DDR1,DDR1,DDR1
MICA,LZTS1,MPPED2,WNT10A,MKS1,,,,,CDV3,BAZ1A,,,,CABLES1,CYB5D2,CBR3,,BCL2,BCL2L10,CNMD,ITGA3,CNMD,KCNN4,COQ7,CBX8,CBX6,BRMS1L,,,,,,BUB3,,CCIN,DDB2,,,,,,,,,,,,,TRAF1,,GPR183,PSME2,METRN,METRN,METRN
MICB,MDFI,MTUS1,WNT8A,MTHFD1,,,,,CEP57,BAZ1B,,,,CACHD1,CYB561A3,CBX8,,BHLHE22,BHLHE22,LMO3,ITGA4,LEPR,KIF21B,CREB3,SGF29,CBX7,BRPF1,,,,,,CACUL1,,CCNB1,DNAJA1,,,,,,,,,,,,,SPSB1,,HBEGF,RIPK2,URB1-AS1,URB1-AS1,URB1-AS1
NCR1,MEF2C,NACA,ZEB2,MTHFD1L,,,,,CETN2,BAZ2B,,,,CACNA1G,TKFC,CCDC140,,BHLHE23,BHLHE23,LPAR2,ITGA5,LINC00339,KLF7,CREB3L1,CCNB1,CBX8,BRPF3,,,,,,ANAPC15,,CCNB1IP1,DTL,,,,,,,,,,,,,TDRD7,,HES1,RNF31,GADD45B,GADD45B,GADD45B
NCR2,MITF,NAV3,,NF1,,,,,CGGBP1,BCOR,,,,CACNB3,DBNL,CD34,,BHLHE41,BHLHE41,MAOB,ITGB6,LMO3,KRT75,CREBBP,CDC73,SGF29,BUB1,,,,,,HECTD4,,CCNC,DYRK2,,,,,,,,,,,,,F2RL1,,ICAM1,RSAD2,FLNC,FLNC,FLNC
NCR3,MOXD1,NELL2,,NODAL,,,,,CHMP2B,BDH2,,,,CALML4,DCAF12,CD70,,BHMT,BMI1,METTL7A,ITGB8,LY6E,LAMB3,CRTC2,CDK1,CCNB1,BUB1B,,,,,,C18ORF25,,CCNF,ENC1,,,,,,,,,,,,,EPSTI1,,ICOSLG,RTP4,ALAS1,ALAS1,ALAS1
NFAT5,MSTN,NOS2,,NOG,,,,,CIRBP,BICD2,,,,CAMKV,DCAF17,CD8A,,BMI1,BMP3,MGC2889,JAG1,MAOB,LCP1,CSNK2B,CDK2,CDAN1,BUB3,,,,,,ZSWIM9,,CDC16,ERCC8,,,,,,,,,,,,,SAMD9L,,ID2,SAMD9,CYB561D1,CYB561D1,CYB561D1
NFATC1,MSX1,NOTCH1,,NOTCH1,,,,,CMTM6,BIN1,,,,CARM1,DCAKD,CDH23,,BMP3,BMP6,MSRB2,KCNC4,MAP7,LHFPL2,CTBP2,CDKN2A,CDC73,CHMP1B,,,,,,CAND1,,CDC20,OTULIN,,,,,,,,,,,,,NINJ1,,IER2,SAMD9L,AL589743.1,AL589743.1,AL589743.1
NFATC2,NAGK,NPY2R,,NUP133,,,,,CNBP,BIRC7,,,,CARS2,DCP2,CDH7,,BMP8A,BMP8A,MSX2,KRT17,MCTS1,LIF,CTCF,CDY1,CDK1,EMSY,,,,,,CAND2,,CDC23,FBXL12,,,,,,,,,,,,,RNF19B,,IER3,SELL,PGPEP1,PGPEP1,PGPEP1
NFATC3,NEFL,PALLD,,OVOL2,,,,,CNN3,BOP1,,,,CCDC3,DDI2,CDK5R2,,BMX,BMPR1B,MVP,LAMB3,METTL7A,LRRC15,CTNNB1,CDY1B,CDK2,MAJIN,,,,,,CBFB,,CDC26,FBXL15,,,,,,,,,,,,,LIF,,IER5,SLC25A28,ZBTB8OSP2,ZBTB8OSP2,ZBTB8OSP2
NFATC4,NEFM,PDLIM5,,PAX2,,,,,COBLL1,MPC1,,,,CCT8,DDX60L,CDKN2C,,BNC1,BNC1,MYH13,LCP1,MIA,LSAMP,DDX1,CDY2A,CDKN2A,KANSL2,,,,,,CBL,,CDC27,FBXL19,,,,,,,,,,,,,RIPK1,,IFIH1,SP110,ITGA5,ITGA5,ITGA5
NRAS,NFASC,PLAGL1,,PAX6,,,,,COPA,BTAF1,,,,CD320,DHX58,CDX2,,BTG2,BTG2,NDRG2,P3H3,MSRB2,3-Mar,DHX30,CDY2B,CDY1,RIOX1,,,,,,CBLB,,CDC34,FBXL2,,,,,,,,,,,,,SLC2A6,,IFIT2,STAT2,TNFRSF10B,TNFRSF10B,TNFRSF10B
PAK1,NGFR,PLEKHB1,,PAX7,,,,,COX6A2,BTN3A3,,,,CDH23,DIDO1,CGB7,,C11ORF87,BTG4,NENF,LHFPL2,MTA2,MGLL,DLX1,CDYL,CDY1B,KNSTRN,,,,,,CBLC,,CDC42,FBXL21P,,,,,,,,,,,,,IRF7,,IFNGR2,TAP1,GPER1,GPER1,GPER1
PIK3CA,NHLH1,PLK2,,PFN1,,,,,COX7A2L,WBP1L,,,,CDH24,DNAJC16,CGB8,,RGCC,BVES,NMNAT2,LIF,MXRA5,MICA,DLX2,CECR2,CDY2A,TERB2,,,,,,CBLL1,,CDC73,FBXL22,,,,,,,,,,,,,PTAFR,,IL12B,TDRD7,MSC,MSC,MSC
PIK3CB,NHLH2,PMAIP1,,PHACTR4,,,,,CPN1,FAM216A,,,,CDK14,DSG3,CH25H,,C17ORF102,C11ORF87,PADI2,LRIG1,NEAT1,MICALL1,DLX3,CENPA,CDY2B,MEIOB,,,,,,CBX2,,CDCA3,FBXL3,,,,,,,,,,,,,IRAK2,,IL15RA,TMEM140,CAPN2,CAPN2,CAPN2
PIK3CD,NNAT,PROM1,,PHGDH,,,,,CPS1,EMC7,,,,CDK2AP1,DUSP3,CHODL,,C17ORF82,RGCC,PCDH8,LRP5,NEFH,KMT2A,DMRT1,CENPC,CDYL,C17ORF49,,,,,,CBX4,,CDK1,FBXL4,,,,,,,,,,,,,CD14,,IL18,TRAFD1,RP11-307C12.12,RP11-307C12.12,RP11-307C12.12
PIK3CG,NPR3,PRR16,,PKD1,,,,,CRBN,C16ORF45,,,,CDKN3,ECH1,CHRD,,C1ORF115,C17ORF100,PCP4,LRRC15,NMNAT2,MMP7,DNAJC2,CENPH,CECR2,COPRS,,,,,,CBX8,,CDKN2A,FBXL5,,,,,,,,,,,,,ITGB8,,IL1A,TRIM14,MEIS3P1,MEIS3P1,MEIS3P1
PIK3R1,NR2F1,PRSS23,,PKD2,,,,,CREBL2,KNOP1,,,,CDON,EGF,CHRDL2,,C1ORF122,C17ORF102,PDCD4,LSAMP,NR2E1,MT1F,DNMT1,CENPI,CENPA,MRGBP,,,,,,CCIN,,CHFR,FBXL7,,,,,,,,,,,,,SCARF1,,IL1B,TRIM21,PPP1R18,PPP1R18,PPP1R18
PIK3R2,NR2F2,PSTPIP2,,PLOD3,,,,,CREG1,LDLRAD4,,,,CEACAM21,ELAVL1,CHST8,,C1ORF194,C17ORF82,PDE4B,LTBP4,NSF,NAV2,DNMT3A,CENPK,CENPC,M1AP,,,,,,CCNB1,,CISH,FBXO10,,,,,,,,,,,,,KIF1B,,IL23A,TRIM25,MET,MET,MET
PIK3R3,NRIP1,QKI,,PLXNA2,,,,,CRTAP,C19ORF66,,,,ADA2,ELMOD2,CIDEA,,ZNF436-AS1,URI1,PDE5A,3-Mar,NUDT9,NKAIN1,DNMT3B,CENPL,CENPH,CABIN1,,,,,,CCNB1IP1,,CNOT4,FBXO11,,,,,,,,,,,,,FOSL2,,IL6,TRIM26,EML2,EML2,EML2
PIK3R5,NRP2,SAT1,,PLXNB2,,,,,CSDE1,ODR4,,,,CENPV,ENPP1,CITED1,,LAMP5,C1ORF122,PEG3,MFAP5,OGDHL,NPPB,DNTTIP1,CENPM,CENPI,CARM1,,,,,,CCNC,,CRBN,FBXO17,,,,,,,,,,,,,SOCS3,,IL6ST,TRIM5,SQSTM1,SQSTM1,SQSTM1
PLCG1,NRXN1,SIX3,,PRICKLE1,,,,,CSGALNACT1,C1QA,,,,CERCAM,EPDR1,CLCN5,,EVA1C,C1ORF194,PID1,MFGE8,OLFM4,NRP2,DPPA2,CENPN,CENPK,KNL1,,,,,,CCNF,,CTR9,FBH1,,,,,,,,,,,,,DUSP1,,IL7R,TXNIP,CSF1,CSF1,CSF1
PLCG2,PAX3,SLC1A4,,PRKACA,,,,,CSNK2A2,C1QB,,,,CERS1,ETNK1,CLEC14A,,ANKRD20A11P,ZNF436-AS1,PIK3R3,MICA,OSBPL10,NT5E,EBF2,CENPO,CENPL,CBX2,,,,,,CDC16,,CUL1,FBXO2,,,,,,,,,,,,,IRF1,,INHBA,UBA7,CCDC74A,CCDC74A,CCDC74A
PPP3CA,PCBP4,SLIT2,,PRKACB,,,,,CTDSP2,C1R,,,,CHD3,EXD2,CLSTN2,,C2CD4A,LAMP5,PLAC4,MICB,PCDH8,NTM,EED,CENPP,CENPM,CBX3,,,,,,CDC20,,CUL2,FBXO21,,,,,,,,,,,,,SLC2A3,,IRF1,UBE2L6,MIR22HG,MIR22HG,MIR22HG
PPP3CB,PCDH8,SMS,,PROX1,,,,,CTH,C2,,,,CHEK1,RETREG3,CMTM2,,KIAA1211L,EVA1C,PLEKHA4,KMT2A,PCP4,OGFRL1,EGFR,CENPQ,CENPN,CBX4,,,,,,CDC23,,CUL3,FBXO24,,,,,,,,,,,,,HBEGF,,IRS2,USP18,LGI3,LGI3,LGI3
PPP3CC,PDGFRA,SORBS2,,PSEN1,,,,,CTNNB1,C2CD2,,,,CITED2,FAM199X,CNNM1,,MAATS1,C2CD4A,PLS1,MMP15,PCSK1,P2RX5,EGR2,CENPT,CENPO,CBX6,,,,,,CDC26,,CUL4A,FBXO25,,,,,,,,,,,,,CXCL3,,JAG1,WARS,TCTA,TCTA,TCTA
PPP3R1,PHLDA1,SOX3,,PTCH1,,,,,CTNNBIP1,TRAPPC13,,,,CKB,TAFA2,CNRIP1,,CFAP299,KIAA1211L,PNMA8A,MMP3,PDCD4,PAGE1,EHMT2,CENPV,CENPP,CBX7,,,,,,CDC27,,CUL4B,FBXO27,,,,,,,,,,,,,TNIP1,,JUN,,RPS27L,RPS27L,RPS27L
PPP3R2,PHOX2B,SPG20,,PTK7,,,,,CTSF,C8ORF33,,,,CLCN2,FAM91A1,CNTFR,,SMIM14,MAATS1,PPARGC1A,MMP7,PDE3A,PAPPA,ELK1,CENPW,CENPQ,CBX8,,,,,,CDC34,,CUL5,FBXO31,,,,,,,,,,,,,AHR,,JUNB,,DYRK1B,DYRK1B,DYRK1B
PRF1,PITX2,SPON1,,RALA,,,,,CUTA,C8ORF44,,,,CLDND1,FCHSD2,COL24A1,,MGARP,CFAP299,PRDX2,PLXNA1,PDE4B,PDCD1LG2,ELK4,CHD1,CENPT,SGF29,,,,,,CDC42,,CUL7,FBXO32,,,,,,,,,,,,,SGMS2,,KDM6B,,HLA-E,HLA-E,HLA-E
PRKCA,PMP22,SPRY1,,RARA,,,,,CXADR,CADM1,,,,CLIC4,FGD6,COL25A1,,C5ORF38,MGARP,PRPF6,NRP2,PDE5A,PIEZO1,ENY2,CHD1L,CENPV,CCDC155,,,,,,CDC73,,CUL9,FBXO39,,,,,,,,,,,,,FZD5,,KLF10,,SOCS2,SOCS2,SOCS2
PRKCB,PODXL,SPRY2,,RARG,,,,,NSG1,CALM1,,,,CLPP,FGGY,COL27A1,,ANXA2R,C5ORF38,PRPH,NT5E,PDE7B,PIK3CG,EOMES,CHD2,CENPW,TERB1,,,,,,CDCA3,,DCAF10,FBXO4,,,,,,,,,,,,,GCH1,,KLF2,,PGGHG,PGGHG,PGGHG
PRKCG,POSTN,SYNE2,,RPGRIP1L,,,,,DAB2,CALR,,,,CMTM7,FLVCR1-DT,COL2A1,,ERICH5,ANXA2R,RPL18AP16,PANX1,PDLIM5,PIM1,EP300,CHD3,CHAF1A,SPDL1,,,,,,CDCA8,,DCAF11,FBXO44,,,,,,,,,,,,,SLC25A28,,KLF4,,AIFM2,AIFM2,AIFM2
PTK2B,POU4F1,TCEB1,,RPS7,,,,,DAG1,CAMSAP2,,,,CNIH2,FOXRED1,COL4A5,,CA10,CCDC170,RPS20P14,PAPPA,PEG3,PLAT,EP400,CHD4,CHAF1B,CCNB1,,,,,,CDK1,,DCAF12,FBXO6,,,,,,,,,,,,,OSMR,,KLF6,,C19orf66,C19orf66,C19orf66
PTPN11,QPRT,TKTL1,,SALL2,,,,,DALRD3,CAPN2,,,,CNIH4,FRK,COL4A6,,CA3,C7ORF57,RXRG,PDCD1LG2,PENK,PLAUR,ERCC6,CHD5,CHD1,CCNB1IP1,,,,,,CDK5RAP3,,DCAF13,FBXO7,,,,,,,,,,,,,RSAD2,,KLF9,,MAP3K10,MAP3K10,MAP3K10
PTPN6,RASL12,TNFRSF10B,,SALL4,,,,,DAZAP2,CAPRIN2,,,,CNOT6,CMTR1,COL9A2,,CACNA1A,ERICH5,S100A4,PIEZO1,PEX11A,PLEKHO1,ERG,CHD6,CHD1L,CDAN1,,,,,,CDKN2A,,DCAF15,FBXO8,,,,,,,,,,,,,APOL6,,KYNU,,PHLDA3,PHLDA3,PHLDA3
RAC1,RBP1,TP53TG1,,SCRIB,,,,,DBP,CASP1,,,,CNTNAP2,FZD6,COLEC12,,CACNA1B,TRMO,SCNN1A,PLAT,PIGN,PMEPA1,ESR1,CHD7,CHD2,CDC14A,,,,,,CETN2,,DCAF16,FBXO9,,,,,,,,,,,,,ICOSLG,,LAMB3,,TP53I3,TP53I3,TP53I3
RAC2,RHOB,TRIM22,,SDC4,,,,,DCT,CASP8AP2,,,,COL13A1,G6PC3,COMP,,CACNA1D,CA10,SEMA3E,PLXNA2,PNMA8A,PODXL,EXO1,CHD8,CHD3,CDC20,,,,,,CHFR,,DCAF17,FBXW11,,,,,,,,,,,,,JAG1,,LDLR,,CAMTA2,CAMTA2,CAMTA2
RAC3,ROR1,TRIM24,,SEC24B,,,,,DDOST,CBFB,,,,COL16A1,GADD45G,CORO6,,CACNA1E,CA3,SELENOP,PMEPA1,PPARGC1A,PSAT1,EZH1,CHD9,CHD4,CDC23,,,,,,CISH,,DCAF4,FBXW4,,,,,,,,,,,,,G0S2,,LIF,,FAM214B,FAM214B,FAM214B
RAET1E,RRBP1,TTYH1,,SEMA3C,,,,,DDX3X,CBR1,,,,COL4A1,GNAI3,CRHR1,,CACNA1G,CACNA1B,SFXN1,PODXL,PRDX2,PTHLH,EZH2,CHEK1,CHD5,CDC45,,,,,,CNOT4,,DCAF5,FBXW5,,,,,,,,,,,,,GEM,,LITAF,,TRIM38,TRIM38,TRIM38
RAET1G,RUNX1T1,WASF1,,SEMA4C,,,,,DEGS1,MTCL1,,,,COL4A2,GNPDA1,CRLF1,,CACNB4,CACNA1D,SH3BGRL,POMT2,PROM1,RUSC2,FABP1,CHRAC1,CHD6,CDC73,,,,,,COPS2,,DCAF6,FBXW7,,,,,,,,,,,,,KLF4,,MAFF,,PANX2,PANX2,PANX2
RAET1L,S100A10,WIF1,,SETD2,,,,,DFFA,CCDC93,,,,COL5A1,GOLGA3,CRTAC1,,CADM3,CACNA1E,SIM1,PROP1,RBP4,SCML2,FANCM,CLOCK,CHD7,CDCA5,,,,,,COPS3,,DCAF7,FBXW8,,,,,,,,,,,,,NFKB1,,MAP2K3,,PEA15,PEA15,PEA15
RAF1,S100A11,WNT5B,,SFRP1,,,,,,CCNA2,,,,COL6A1,GOLPH3L,CRYBA2,,CALCA,CACNA1G,SLC17A6,PSG5,REEP2,SIK1,FEZF2,CPA4,CHD8,CDCA8,,,,,,COPS4,,DCAF8,FZR1,,,,,,,,,,,,,STAT1,,MAP3K8,,BTN3A1,BTN3A1,BTN3A1
SH2D1A,SCG3,ZBBX,,SFRP2,,,,,TEX41,CCND2,,,,COL6A2,GOLT1B,CSMD1,,CAMK2N1,CALCA,SLPI,PTHLH,RNF115,SLC19A1,FLI1,CREBBP,CHD9,CDK1,,,,,,COPS5,,DDB1,GAN,,,,,,,,,,,,,HLA-C,,MARCKS,,ORAI3,ORAI3,ORAI3
SH2D1B,SCN3A,ZIC1,,SHH,,,,,DLC1,CD55,,,,CORO1A,GPM6A,CSMD3,,CASZ1,CALCR,SNAI1,SEMA3G,S100A4,SLC1A4,FOS,CRTC2,CHEK1,CDK2,,,,,,COPS6,,DDB2,GLMN,,,,,,,,,,,,,IFIH1,,MCL1,,ABL2,ABL2,ABL2
SH3BP2,SCRG1,ZMAT3,,SHROOM3,,,,,DLG1,CD58,,,,CPNE7,GPR137B,CTNND2,,CAV2,CAMK2B,SNX4,SIRPA,SCNN1A,SLC22A4,FOSL2,PET117,CHRAC1,CDKN2A,,,,,,COPS7A,,DTL,GPR37,,,,,,,,,,,,,LY6E,,MSC,,FTH1P2,FTH1P2,FTH1P2
SHC1,SEMA3C,ZMYM2,,SKI,,,,,DMD,CD74,,,,CPXM1,GPRC5A,CXCL14,,CBLN1,CAMK2N1,SOCS2,SLC19A1,SEC31B,SLC6A9,FOXC2,CTBP1,CLOCK,CDY1,,,,,,COPS7B,,DTX1,HSPA1A,,,,,,,,,,,,,EFNA1,,MXD1,,TSPYL2,TSPYL2,TSPYL2
SHC2,SERPINB9,ZNF236,,SMO,,,,,DNAJA2,ADGRE5,,,,CRABP1,GTPBP2,CXCL16,,CBLN4,CASZ1,SOD2,SLC1A4,SECTM1,SLC7A11,FOXN4,CTCF,CPA4,CDY1B,,,,,,COPS8,,DTX2,HSPA1B,,,,,,,,,,,,,SLC16A6,,MYC,,SFXN3,SFXN3,SFXN3
SHC3,SGCD,,,SOX11,,,,,DNAJC4,CDC16,,,,CRMP1,H1F0,CYP24A1,,CBR3,CBLN1,SOX2,SLC1A5,SEMA3E,SLC7A5,FOXO1,CTCFL,CREBBP,CDY2A,,,,,,CRBN,,DTX3,HSPA8,,,,,,,,,,,,,BHLHE40,,NAMPT,,ATP2B4,ATP2B4,ATP2B4
SHC4,SH3BGRL3,,,SOX17,,,,,DPP6,CDC25B,,,,CRYM,PUDP,CYP26A1,,CBX8,CBLN4,SSBP2,SLC29A1,SELENOP,STC2,FOXO3,CTNNB1,CRTC2,CDY2B,,,,,,CTR9,,DTX3L,IKBKG,,,,,,,,,,,,,TRIM26,,NFAT5,,RP11-295H24.3,RP11-295H24.3,RP11-295H24.3
SOS1,SHC1,,,SOX4,,,,,DPY19L2P2,CDC27,,,,CS,HELB,CYP26B1,,CCBE1,CBR3,SSPN,SLC29A2,SERPINI1,STX1A,GABPA,CTR9,PET117,CDYL,,,,,,CTU1,,DTX4,IPP,,,,,,,,,,,,,CD82,,NFE2L2,,EXOC3-AS1,EXOC3-AS1,EXOC3-AS1
SOS2,SLC17A6,,,SPINT1,,,,,DPYSL2,CDC42BPA,,,,CTSC,HERC6,CYP26C1,,CCDC140,CBX8,STON1,SLC2A1,SLC16A4,TACR3,GATA1,CUL4B,CTBP1,CECR2,,,,,,CTU2,,DZIP3,KLHL41,,,,,,,,,,,,,CYBB,,NFIL3,,KDM6B,KDM6B,KDM6B
SYK,SLIT1,,,SSBP3,,,,,DSTN,CDC42BPB,,,,CTXN1,MFSD14B,CYP27B1,,CCNA1,CCBE1,SUCLG2,SLC2A6,SLC17A6,TAGLN,GATA2,CXXC1,CTCF,CENPA,,,,,,CUL1,,E4F1,KBTBD11,,,,,,,,,,,,,IL15RA,,NFKB1,,EME2,EME2,EME2
TNF,SLN,,,ST14,,,,,DUSP22,CDC42EP3,,,,CXCL14,HMOX2,DACH1,,CD34,CCDC140,TCEAL2,SLC5A6,SLC4A4,TEK,GATA3,DAPK3,CTCFL,CENPC,,,,,,CUL2,,ENC1,KBTBD12,,,,,,,,,,,,,GABBR1,,NFKB2,,RP11-140K17.3,RP11-140K17.3,RP11-140K17.3
TNFRSF10A,SNAI2,,,STIL,,,,,DUSP3,CDH1,,,,CYB5B,ICAM1,DACH2,,CD38,CD34,TEX14,SLC7A5,SLPI,TFEC,GATA4,DAXX,CTNNB1,CENPE,,,,,,CUL3,,ERCC8,KBTBD13,,,,,,,,,,,,,RELA,,NFKBIA,,NFKB2,NFKB2,NFKB2
TNFRSF10B,SNAP25,,,STK3,,,,,DVL3,CDK1,,,,CYP27B1,ICAM2,DCC,,CD44,CD44,TFAP2A,SLCO2A1,SMR3B,TGFB2,GATA5,DDB1,CTR9,CENPF,,,,,,CUL4A,,FANCF,KBTBD2,,,,,,,,,,,,,PHLDA2,,NFKBIE,,HSPB7,HSPB7,HSPB7
